title,ingredients,recipe
참치김치찌개,"['대파', '김치', '통조림 참치', '김칫국물', '양파', '두부', '설탕', '고추장']","양파는 굵게 채 썰고, 대파는 어슷 썰고, 두부는 납작하게 썰고, 김치는 한입 크기로 썰고,통조림 참치는 체에 밭쳐 기름을 뺀 뒤 참치 기름냄비에 참치 기름김치가 부드러워지면 고추장김칫국물끓어오르면 참치와 두부를 넣어 5분 정도 더 끓이고, 대파를 넣고 살짝 더 끓여 마무리."
묵은지 된장지짐,"['국물용 멸치', '다시마', '대파', '묵은지', '된장', '다진 마늘']","멸치는 살만 발라 세로로 반 가른 뒤 다시마와 함께 물대파는 어슷 썰고, 묵은지는 밑동을 자르고 물에 살짝 씻어 먹기 좋게 쭉쭉 찢고,육수에 된장을 풀고 묵은지를 넣어 중약 불로 20분간 익히고,다진 마늘과 대파를 넣고 한 번 더 끓여 마무리."
쌈채소 샤브샤브,"['대파', '표고버섯', '새송이버섯', '쌈채소', '쇠고기 샤브샤브용', '300g)', '다시마', '가다랑어포', '맛술', '간장', '간장', '식초', '고운 고춧가루', '무 간 것', '실파', '청양고추', '부순 참깨', '레몬']","대파는 어슷 썰고, 표고버섯은 채 썰고, 새송이버섯은 먹기 좋은 크기로 썰고,냄비에 물체에 거른 뒤 다시 냄비에 붓고 맛술육수가 끓으면 버섯과 쌈채소를 넣어 익히고,쇠고기를 넣어 익힌 뒤 폰즈소스를 곁들여 마무리."
만두전골,"['만두피', '두부', '양파', '느타리버섯', '표고버섯', '대파', '풋고추', '붉은 고추', '미나리', '쇠고기 양지머리', '다시마', '대파', '마늘', '다진 쇠고기', '80g)', '두부', '숙주나물', '불린 표고버섯', '김치', '다진 파', '다진 마늘', '참깨', '후춧가루', '소금', '참기름', '고춧가루']","냄비에 물만두소 재료의 다진 쇠고기는 핏물을 빼고, 두부는 물기를 빼 으깨고, 숙주나물은 소금불린 표고버섯은 잘게 다지고, 김치도 잘게 다져 물기를 짜고, 다진 만두소 재료를 모두 섞어 밑간하고,만두피에 만두소를 올리고 가장자리에 물을 묻혀 반으로 접어 꼭꼭 누르고 양 끝을 앞으로 붙여 둥글게 빚은 뒤 김이 오른 찜통에 7~8분 정도 찌고,두부, 양파, 느타리버섯, 표고버섯, 대파를 먹기 좋은 크기로 썰어 냄비에 둘러 담고, 끓인 육수얇게 썬 삶은 양지머리, 찐만두, 어슷 썬 풋고추와 붉은 고추를 넣고 재료가 익을 때까지 끓이고, 먹기 좋게 썬 미나리를 넣어 한 번 더 끓여 마무리."
굴전골,"['굴', '쇠고기 불고기용', '당근', '배추', '무', '양파', '불린 표고버섯', '붉은 고추', '풋고추', '팽이버섯', '불린 당면', '간장', '다진 파', '다진 마늘', '후춧가루', '통깨', '설탕', '참기름', '진육수', '소금']","굴은 옅은 소금물에 흔들어 씻고, 쇠고기는 고기 양념 재료를 넣어 버무리고,당근은 한입 크기로 얇게 썰고, 배추는 한입 크기로, 무는 납작하게 썰고,양파는 채 썰고, 불린 표고버섯과 고추는 어슷 썰고, 팽이버섯은 밑동을 자르고, 불린 당면은 10cm 길이로 자르고,배추, 당근, 무를 각각 반으로 나눠 마주보도록 돌려 담은 뒤 나머지 채소와 당면도 돌려 담고,가운데에 굴과 앙념한 쇠고기를 담고,물"
두부전골,"['두부', '으깬 것 30g)', '쇠고기 우둔살', '얇게 썬 것 50g)', '밀가루', '미나리', '당근', '무', '잣', '호두', '은행', '팽이버섯', '숙주나물', '쑥갓', '다진 파', '다진 마늘', '소금', '후춧가루', '참기름', '소금', '참기름', '국간장']","두부는 5mm 두께로 썰어 소금다진 쇠고기와 얇게 썬 쇠고기는 고기 양념을 나눠 각각 버무리고,두부의 한쪽 면에 밀가루를 묻히고 양념한 다진 고기를 얇게 펴 올린 뒤 다른 두부를 맞붙여 데친 미나리로 묶고,당근과 무는 납작하게 썰고, 잣은 눈을 떼고, 호두과 은행은 껍질을 벗기고,남은 다진 쇠고기는 으깬 두부와 소금냄비에 모든 재료를 돌려 담고, 물"
순두부된장찌개,"['바지락', '대파', '양파', '순두부', '애호박', '다시마', '된장', '고춧가루', '다진 마늘']","바지락은 해감한 것으로 준비해 물에 헹궈 물기를 빼고,대파는 송송 썰고, 애호박은 납작하게 썰고, 양파는 채 썰고,냄비에 바지락과 다시마, 물바지락의 입이 벌어지면 건더기를 모두 건진 뒤 된장채소가 투명해지기 시작하면 순두부와 다진 마늘을 넣어 끓이고,다시 끓어오르면 건져두었던 바지락과 대파를 넣고 살짝 더 끓여 마무리."
원조 부대찌개,"['감자', '양배추', '통조림 햄', '소시지', '시판 사골육수', '대파', '다진 쇠고기', '슬라이스 체다치즈', '설탕', '고춧가루']","껍질 벗긴 감자와 양배추는 한입 크기로 썰고, 대파는 채 썰고,햄과 소시지는 먹기 좋게 썰고, 다진 쇠고기에 쇠고기 양념을 넣어 버무리고,냄비에 사골육수와 부대찌개 양념장을 넣어 섞고,감자와 양배추, 햄, 소시지, 다진 쇠고기를 넣어 중간 불로 끓이고,국물이 끓어오르면 약한 불로 줄여 대파를 넣고 2~3분간 더 끓인 뒤 치즈를 얹어 마무리."
얼큰 가지찌개,"['국물용 멸치', '다시마', '가지', '감자', '양파', '풋고추', '대파', '고추장', '국간장', '소금', '다진 마늘', '후춧가루']","냄비에 멸치와 다시마, 찬물가지는 도톰하게 한입 크기로 썰고, 감자는 껍질을 벗겨 반달 썰고,양파는 굵게 채 썰고, 풋고추와 대파는 어슷 썰고,멸치다시마육수에 고추장양파를 넣고 끓이다가 국간장"
호박고추장찌개,"['애호박', '감자', '양파', '대파', '새송이버섯', '붉은고추', '국물용 멸치', '다시마', '고추장', '된장', '설탕', '다진 마늘']","애호박과 새송이버섯, 껍질을 벗긴 감자와 양파는 한입 크기로 깍둑 썰고,대파와 붉은고추는 어슷 썰고,냄비에 물고추장감자를 넣고 중간 불로 끓여 반투명해지면 양파와 애호박을 넣고,감자가 거의 익으면 새송이버섯과 대파, 고추, 다진 마늘"
차돌박이청국장,"['대파', '양파', '두부', '김치', '쇠고기 차돌박이', '청양고추', '붉은고추', '애호박', '무', '국물용 멸치', '청국장', '고춧가루', '다진 마늘']","대파와 고추는 송송 썰고, 양파, 애호박과 두부는 깍둑 썰고,무는 납작하게 썰고, 김치는 양념을 털어낸 뒤 송송 썰고,냄비에 물청국장과 고춧가루를 섞고 육수에 넣어 덩어리 없이 풀고,김치와 애호박, 양파를 넣어 중간 불로 끓이고,애호박이 반투명해지면 두부와 고추, 대파, 차돌박이, 다진 마늘을 넣고 2~3분간 더 끓여 마무리."
두부김치찌개,"['양파', '대파', '두부', '김치', '국물용 멸치', '다시마', '들기름', '고춧가루', '국간장', '고추장', '된장', '다진 마늘', '소금']","냄비에 물양파는 굵게 채 썰고, 대파는 어슷 썰고, 두부는 도톰하게 납작한 모양으로 썰고, 김치는 먹기 좋은 크기로 썰고,냄비에 들기름고춧가루육수를 붓고 국간장다진 마늘"
쌈장김치찌개,"['김치', '들기름', '쌈장', '두부', '양파', '대파', '다시마', '국물용 멸치']","김치는 먹기 좋게 썰고, 두부는 1cm 두께로 썰고,양파는 얇게 채 썰고, 대파는 어슷 썰고,냄비에 들기름김치 색이 변하면 물양파, 대파를 넣고 쌈장두부를 넣고 간이 배도록 조금 더 끓여 마무리."
김치만두전골,"['다시마', '3장)', '김치', '왕만두', '어묵', '쑥갓', '간장', '맛술', '설탕']","냄비에 물끓어오르면 다시마를 건진 뒤 양념을 넣어 살짝 더 끓이고,김치는 송송 썰고,전골냄비에 만두와 어묵, 김치를 둘러 담고,육수"
북어매운찌개,"['북어', '애호박', '양파', '두부', '대파', '풋고추', '붉은 고추', '고추장', '된장', '다진 생강', '고춧가루', '다진 마늘', '국간장', '후춧가루']","북어는 물냄비에 북어 불린 물애호박은 반달 썰고, 양파는 채 썰고, 두부는 사각 썰고, 대파와 고추는 어슷 썰고,육수가 끓으면 거품을 걷은 뒤 북어, 다진 생강두부, 대파, 다진 마늘"
쇠고기 샤브샤브,"['배추속대', '대파', '샤브샤브용 쇠고기', '두부', '표고버섯', '애느타리버섯', '돌미나리', '칼국수', '국물용 멸치', '다시마', '2장)', '참치액', '설탕']","멸치는 내장을 빼고 다시마와 함께 찬물두부는 사각 썰고, 표고버섯은 채 썰고, 애느타리버섯은 가닥가닥 뜯고,배추와 돌미나리는 먹기 좋게 등분하고, 대파는 어슷 썰고,큰 접시에 샤브샤브용 쇠고기와 준비된 채소를 돌려 담고 소스를 곁들여 마무리."
동태찌개,"['무', '두부', '미나리', '대파', '동태', '다시마', '풋고추', '붉은 고추', '느타리버섯', '고추장', '된장', '고춧가루', '국간장', '다진 생강', '다진 마늘', '후춧가루', '소금']","물무와 두부는 납작하게 썰고, 미나리는 잎을 뗀 뒤 6cm 길이로 썰고, 대파와 고추는 어슷 썰고, 느타리버섯은 밑동을 제거한 뒤 굵게 가닥을 나누고,동태는 지느러미와 꼬리 끝을 정리한 뒤 머리를 잘라 내장을 빼고 물에 헹궈 먹기 좋게 토막 내고,냄비에 다시마물을 붓고 고추장끓어오르면 동태를 넣어 익기 시작하면 두부와 버섯, 고춧가루와 국간장, 다진 생강, 다진 마늘, 후춧가루를 넣어 끓이고,다시 끓어오르면 미나리, 대파, 고추를 넣고 한 번 더 끓인 뒤 부족한 간을 소금으로 맞춰 마무리."
얼큰 두부찌개,"['국물용 멸치', '두부', '양파', '애호박', '느타리버섯', '대파', '붉은 고추', '청양고추', '고춧가루', '국간장', '소금', '후춧가루']","국물용 멸치는 내장을 빼고 찬물두부는 먹기 좋게 썰고, 양파는 채 썰고,애호박은 반달 모양으로 썰고, 느타리버섯은 먹기 좋게 찢고, 대파와 고추는 어슷 썰고,육수에 고춧가루애호박이 익으면 대파와 고추를 넣어 끓이다가 소금"
삼겹살밀푀유나베,"['배추', '깻잎', '대패삼겹살', '표고버섯', '붉은 고추', '국물용 멸치', '다시마', '간장', '맛술', '설탕', '소금', '스위트 칠리소스', '간장소스']","냄비에 물간장표고버섯은 얇게 썰고, 붉은 고추는 송송 썰어 가볍게 속씨를 털어내고,배추먹기 좋게 2~3등분하여 단면이 보이도록 냄비에 담은 뒤 붉은 고추를 올리고,육수를 붓고 중간 불에서 고기가 익을 때까지 끓인 뒤 소스를 곁들여 마무리."
냉이강된장,"['냉이', '표고버섯', '양파', '대파', '국물용 멸치', '다시마', '감자', '청양고추', '참기름', '고춧가루', '다진 마늘', '된장']","냄비에 물껍질 벗긴 감자와 냉이, 표고버섯, 양파는 작게 썰고, 대파와 청양고추는 송송 썰고,중간 불로 달군 냄비에 참기름육수다시 끓어오르면 참기름을 제외한 양념을 넣고 약한 불로 2분간 끓여 마무리."
돼지고기짜글이,"['돼지고기 목살', '대파', '양파', '감자', '고춧가루']","돼지고기는 한입 크기로 썰고 양념장에 버무려 30분간 재우고,대파는 송송 썰고, 양파와 감자는 한입 크기로 썰고,냄비에 식용유감자가 반투명해지면 양념한 돼지고기를 넣고 물끓어오르면 중약 불로 줄여 양파를 넣고 10분간 더 끓인 뒤 대파를 넣고 한 번 더 끓여 마무리."
새우젓비지찌개,"['메주콩', '대파', '배추김치', '청양고추', '들기름', '새우젓', '다진 마늘']","메주콩은 2~3번 헹궈 씻은 뒤 넉넉한 물에 담가 한나절 불리고,믹서에 불린 콩과 콩 불린 물청양고추와 대파는 송송 썰고, 김치는 양념을 가볍게 털어내 송송 썰고,냄비에 들기름콩물을 부어 중간 불로 10분간 끓이고,청양고추, 대파, 새우젓"
명란젓비지찌개,"['무', '대파', '명란젓', '비지', '고춧가루', '다진 마늘']","무는 얇게 나박 썰고, 대파는 어슷 썰고,냄비에 물명란젓과 비지, 다진 마늘"
잡채유부주머니전골,"['잡채', '미나리', '유부', '배추', '표고버섯', '새송이버섯', '두부', '대파', '무', '국물용 멸치', '다시마', '국간장', '소금', '다진 마늘', '후춧가루']","배추와 표고버섯, 새송이버섯, 두부는 한입 크기로 썰고, 대파는 길게 반 갈라 적당한 길이로 썰고, 잡채는 짧게 자르고,무는 납작하게 썰고, 멸치는 내장을 빼 준비하고,냄비에 물끓는 육수에 미나리끓는 물에 유부를 넣었다 바로 건지고 물기를 짠 뒤 자른 잡채를 넣어 입구를 미나리로 묶고,전골냄비에 모든 재료를 보기 좋게 둘러 담고 양념과 육수를 넣고 끓여 마무리."
순두부찌개,"['순두부', '바지락', '오징어', '새우', '대파', '달걀', '고춧가루', '국간장', '다진 생강', '소금', '후춧가루']","바지락은 옅은 소금물오징어는 소금을 묻혀 껍질을 벗기고,오징어 안쪽을 위로 놓고 양쪽 사선으로 칼집을 넣어 먹기 좋은 크기로 썰고,새우는 반으로 접듯이 잡고 2번째 마디에 이쑤시개를 찔러 위로 올려 내장을 빼고,고춧가루뚝배기에 식용유바지락과 오징어, 새우를 넣고 중간 불로 볶아 오징어 칼집이 벌어지면 재료가 잠길 만큼 물을 부어 끓이고,끓어오르면 순두부를 큼직하게 잘라 넣고,다시 한 번 끓어오르면 다진 마늘, 소금, 후춧가루, 어슷 썬 대파를 넣어 살짝 더 끓이고,불을 끈 뒤 취향에 따라 달걀을 깨 넣어 마무리."
쌈장목살찌개,"['돼지고기 목살', '두부', '대파', '김치', '청양고추', '청주', '다진 생강', '후춧가루', '쌈장', '소금']","돼지고기는 앞뒤로 칼집을 고르게 넣어 한입 크기로 썰어 밑간에 10분 정도 재우고,두부와 감자, 김치는 작게 썰고, 대파와 청양고추는 어슷 썰고냄비에 식용유물대파를 넣고 살짝 더 끓여 마무리."
순두부김치찌개,"['양파', '대파', '김치', '김칫국물', '순두부', '통조림 참치', '설탕', '고춧가루', '국간장', '다진 마늘']","양파는 굵게 채 썰고, 대파는 어슷 썰고,김치는 한입 크기로 썰고,냄비에 참치 기름김치가 부드러워지면 물순두부와 참치, 양파, 고춧가루대파와 다진 마늘을 넣고 한 번 더 끓여 마무리."
오징어고추장찌개,"['애호박', '대파', '오징어', '쇠고기 국거리용', '두부', '청양고추', '붉은고추', '국간장', '청주', '다진 파', '참기름', '후춧가루', '된장', '고추장', '다진 마늘']","애호박과 두부는 깍둑 썰고, 대파와 고추는 어슷 썰고,오징어와 쇠고기는 먹기 좋은 크기로 썰고, 쇠고기는 밑간에 버무리고,냄비에 쇠고기를 넣고 중간 불로 볶다가 고기가 반쯤 익으면 물끓어오르면 된장과 고추장을 푼 뒤 애호박을 넣어 끓이고,호박이 반투명해지면 두부와 오징어를 넣어 끓이다가 거의 다 익으면 다진 마늘과 대파, 고추를 넣고 살짝 더 끓여 마무리."
강화도식 주꾸미된장찌개,"['무', '애호박', '양파', '대파', '두부', '냉이', '주꾸미', '다시마', '마늘', '마른 표고버섯', '파뿌리', '된장', '고춧가루', '감자 간 것', '다진 마늘', '다진 청양고추']","냄비에 육수 재료와 물주꾸미를 제외한 모든 재료는 먹기 좋게 썰고,주꾸미는 머리와 다리를 분리해 내장과 입을 제거한 뒤 다리를 먹기 좋게 썰고,뚝배기에 육수를 붓고 끓으면 된장무와 감자 간 것채소가 어느 정도 익으면 다진 마늘"
서울식 육수불고기,"['당면', '쇠고기 불고기용', '대파', '양파', '새송이버섯', '팽이버섯', '청주', '붉은고추', '설탕', '간장', '다진 마늘', '후춧가루', '사과', '배', '양파', '멸치다시마육수', '설탕', '간장', '청주', '소금', '후춧가루']","당면은 물에 담가 40분 정도 불리고,쇠고기는 청주대파와 양파는 채 썰고, 새송이버섯은 납작하게 썰고, 팽이버섯은 밑동을 제거하고, 붉은고추는 어슷 썰고껍질을 제거한 사과, 배, 양파와 멸치다시마육수육수를 끓이고,고기와 당면, 채소를 돌려 담고 익혀 마무리."
밥솥장조림,"['쇠고기 홍두깨살', '삶은 메추리알', '꽈리고추', '양파', '대파 푸른부분', '생강', '간장', '설탕', '소주', '후춧가루']","홍두깨살은 찬물에 담가 2시간 동안 2번 정도 물을 갈아가며 핏물을 빼고,전기밥솥에 홍두깨살과 향신채소, 물찜기능으로 20분간 2번 취사하고,향신채소는 건져낸 뒤 양념, 메추리알, 꽈리고추를 넣어 찜기능으로 10~15분 더 취사하고,고기를 건져내 먹기 좋게 찢고,메추리알과 꽈리고추, 장조림국물을 넣어 마무리."
배추생채,"['배추', '청양고추', '소금']","배추는 채 썰고, 청양고추는 송송 썰고,채 썬 배추는 찬물양념장을 만들고,배추에 양념장을 넣어 골고루 버무리고,그릇에 담고 청양고추를 올려 마무리."
알배추 겉절이,"['알배추', '쪽파', '양파', '소금', '참기름', '참깨', '고춧가루']","알배추는 한입 크기로 썰고, 쪽파는 4cm 길이로 썰고, 양파는 채 썰고,손질한 알배추는 소금양념장을 만들고,절인 알배추에 양념장을 넣어 고루 섞고,손질한 쪽파와 양파를 넣어 고루 섞고,참기름"
두부 장조림,"['두부', '표고버섯', '쪽파', '간장', '들기름']","두부는 한입 크기로 썰고, 표고버섯은 기둥을 제거한 뒤 한입 크기로 썰고, 쪽파는 송송 썰고,한입 크기로 썬 두부는 키친 타월에 밭쳐 수분을 제거하고,양념장을 만들고,중간 불로 달군 팬에 들기름구운 두부에 양념장과 물송송 썬 쪽파를 뿌려 마무리."
콩나물장조림,"['콩나물', '삶은 달걀', '다시마', '청양고추', '설탕', '간장', '물엿', '참기름', '검은깨']","콩나물은 지저분한 부분을 떼어내고, 청양고추는 어슷 썰고,냄비에 물콩나물을 넣고 3~4분간 끓여 숨이 죽으면 청양고추와 물엿4~5분간 더 끓여 불을 끄고 참기름"
무전,"['작은 무', '소금', '부침가루', '']","무는 동그란 모양을 살려 얇게 썰고,끓는 물무를 부침가루에 묻혀 여분의 가루를 털어내고,남은 부침가루에 물중간 불로 달군 팬에 식용유앞뒤로 노릇하게 지져 마무리."
오징어젓,"['오징어 몸통', '청양고추', '마늘', '소금', '청주', '고운 고춧가루']","오징어는 길게 갈라 내장을 빼고 씻어 껍질을 벗기고,오징어를 곱게 채 썰어 밑간해 냉장실에 8시간 두고,절여진 오징어를 체에 밭쳐 물기를 빼고,청양고추는 얇게 송송 썰고, 마늘은 납작 썰고,오징어를 양념장에 버무린 뒤 청양고추와 마늘을 넣고 한 번 더 버무리고,냉장실에 하루 동안 숙성해 마무리."
조개젓,"['청양고추', '홍고추', '조개젓', '설탕']","청양고추와 홍고추는 속의 씨를 제거해 잘게 썰고,조개젓은 체에 밭쳐 물기를 빼고,양념장을 넣고 고루 버무려 마무리."
어리굴젓,"['굴', '밤', '마늘', '생강', '대파 흰 부분', '물', '찹쌀가루', '소금', '고운 고춧가루']","굴을 소금물냄비에 찹쌀풀 재료를 넣고 저어가며 끓어오르면 1분 더 끓인 뒤 불을 꺼 식히고,밤은 납작 썰고, 마늘, 생강, 대파는 비슷한 길이로 채 썰고,찹쌀풀에 고운 고춧가루굴을 넣고 가볍게 버무려 마무리."
멍게젓,"['손질한 멍게', '굵은 소금', '홍고추', '풋고추', '고춧가루']","멍게는 체에 밭쳐 찬물에 빠르게 헹궈 물기를 뺀 뒤 큼직하게 썰고,굵은 소금을 뿌려 1시간 정도 절인 뒤 물기를 빼고,고추는 굵게 다져 양념장에 섞고,멍게를 양념장에 무쳐 밀폐용기에 담아 마무리.멍게비빔밥으로 즐겨보세요! 멍게젓을 잘게 잘라 밥 위에 얹고, 돌나물과 김가루를 더해 비벼 먹어요."
꼬막장,"['꼬막', '양파', '대파 흰 부분', '생강', '풋고추', '홍고추', '소금', '물']","꼬막은 소금물해감한 꼬막은 끓는 물고추는 길게 칼집을 내고, 양파는 한입 크기로 썰고,냄비에 절임물과 고추, 대파 흰 부분, 생강을 넣고 중간 불로 8분간 끓여 한 김 식힌 뒤 건더기는 건지고,용기에 손질한 꼬막과 양파, 절임물을 넣고 하루 정도 숙성해 마무리."
참치 쌈장과 양배추쌈,"['홍고추', '청양고추', '양파', '양배추', '통조림 참치', '된장']","고추는 송송 썰고, 양파는 잘게 다지고,양파는 찬물양배추는 깨끗하게 씻은 뒤 김 오른 찜통에 얹어 10분간 찌고,참치는 체에 밭쳐 기름을 빼고,양념장에 썰어둔 고추와 양파, 참치를 넣어 고루 섞고,참치 쌈장에 양배추쌈을 곁들여 마무리."
무채부침개,"['무', '1/2토막=225g)', '밀가루', '부침가루', '양파', '소금', '설탕']","무와 양파는 깨끗이 씻어 얇게 채 썰고,볼에 밀가루, 부침가루, 소금, 물무채와 양파를 넣어 고루 섞고,중간 불로 달군 팬에 식용유앞뒤로 노릇하게 부친 뒤 양념장을 곁들여 마무리."
무나물,"['무', '대파', '쪽파', '들기름', '다진 마늘', '소금', '들깻가루']","무는 얇게 채 썰고,대파는 송송 썰고, 쪽파는 4cm 길이로 썰고,중간 불로 달군 팬에 들기름손질한 무, 소금손질한 쪽파, 들깻가루그릇에 무나물을 담아 마무리."
갈치 쌈장,"['대파', '양파', '애호박', '표고버섯', '순살 갈치', '청양고추', '홍고추', '들기름', '다진 마늘', '고춧가루']","대파, 양파, 애호박, 표고버섯은 굵게 다지고, 고추는 송송 썰고,중간 불로 달군 팬에 식용유구운 갈치는 잘게 다지고,중간 불로 달군 팬에 들기름손질한 채소와 구운 갈치살을 넣어 3분간 볶고,양념장과 물"
양념 대하장,"['대하', '청양고추', '소금', '참깨', '무', '배', '마늘', '생강', '청주', '고춧가루']","대하는 이쑤시개로 내장을 제거한 뒤 껍질을 벗기고, 청양고추는 송송 썰고,손질한 대하는 소금물향신즙 재료는 믹서에 갈아 체에 거른 뒤 손질한 대하를 버무려 10분간 재우고,양념장을 만들고,향신즙에 재운 대하를 건지고 양념장과 청양고추, 참깨를 넣어 고루 버무려 마무리."
통마늘 만두맛탕,"['마늘', '군만두', '검은깨', '설탕', '올리고당', '간장']","마늘은 꼭지를 제거한 뒤 깨끗이 씻어 물기를 제거하고,170℃로 가열한 식용유군만두를 7분간 튀긴 뒤 키친타월에 올려 기름을 제거하고,약한 불로 달군 팬에 식용유끓인 시럽에 군만두와 튀긴 마늘을 넣어 고루 버무리고 검은깨를 뿌려 마무리."
삼겹살 겨자무침,"['양배추', '적양파', '치커리', '청양고추', '대패삼겹살', '설탕', '청주', '소금', '참깨']","고추장 겨자소스를 만들고,양배추, 적양파는 굵게 채 썰고, 치커리는 5cm 길이로 자르고, 청양고추는 어슷 썰고,끓는 물볼에 대패삼겹살, 고추장 겨자소스를 넣어 버무리고,손질된 채소를 넣어 가볍게 버무린 뒤 그릇에 담아 참깨를 뿌려 마무리."
양념새우장,"['생새우', '간장', '양파', '홍고추', '풋고추', '고운 고춧가루']","새우는 몸통 두 번째 마디를 이쑤시개로 찌른 뒤 들어올려 검은 내장을 빼고,꼬리가 붙어 있는 마지막 마디만 남기고 머리, 껍질, 다리를 제거하고,새우에 간장간장만 따라내 냄비에 한 번 끓여 식히고,식힌 간장에 양념장을 섞고,양파는 굵게 채 썰고, 고추는 어슷 썰고,양념장에 손질한 재료를 넣고 가볍게 버무려 마무리."
충무김밥과 오징어무침,"['마른 오징어', '김밥용김', '따뜻한 밥', '청양고추', '대파', '무', '고춧가루', '고춧가루', '참기름', '참깨', '무', '고춧가루', '홍고추', '양파', '요구르트', '매실청', '멸치액젓', '다진 마늘', '다진 생강']","마른 오징어는 따뜻한 물에 1시간 동안 불리고,김은 6등분한 뒤 밥을 2/3 정도 펼쳐 돌돌 말고,오징어는 굵게 채 썰고,청양고추와 대파는 반 갈라 송송 썰고,팬에 양념장, 대파, 청양고추를 넣고 중간 불에 올려 가장자리가 끓어오르면 불을 꺼 한 김 식히고,오징어와 양념을 넣고 버무린 뒤 김밥에 곁들여 마무리.무는 껍질째 1.5cm 두께로 먹기 좋게 썰어 절임물에 2시간 절인 뒤 체에 밭쳐 물기를 빼고,홍고추와 양파는 3~4등분해 나머지 섞박지 양념장과 함께 곱게 갈고,무에 고춧가루양념장을 넣어 고루 버무린 뒤 밀폐용기에 담아 실온에서 하루 숙성해 마무리."
반건조오징어무침,"['무', '양파', '미나리', '반건조오징어', '쪽파', '청양고추', '설탕']","무와 양파는 4cm 길이로 얇게 채 썰고, 미나리, 쪽파도 같은 길이로 썰고, 청양고추는 어슷 썰고,반건조오징어 몸통은 2등분해 한입 크기로 도톰하게 썰고, 다리도 한입 크기로 썰고,무는 소금손질한 반건조오징어와 채소, 양념장을 넣어 골고루 버무리고,그릇에 반건조오징어무침을 담고 참깨"
미나리 생콩가루찜,"['미나리', '생콩가루', '고춧가루']","미나리는 5cm 길이로 자르고,비닐백에 생콩가루를 넣고, 찬물에 헹군 미나리를 넣어 고루 흔들어 겉면에 가루를 묻히고,김 오른 찜통에 면포를 깐 뒤 미나리를 올려 3분간 찌고,한 김 식힌 뒤 먹기 직전 양념장에 고루 버무려 마무리."
감귤된장무침,"['감귤', '사과', '고구마', '쪽파', '고춧가루', '들깻가루']","양념장을 만들고,감귤은 껍질을 벗겨 알알이 떼고, 사과는 씨를 제거해 채 썰고, 고구마는 껍질을 제거해 채 썰고, 쪽파는 5cm로 자르고,감귤, 사과, 고구마, 쪽파에 양념장을 넣어 버무리고,들깻가루"
잔멸치고춧물,"['풋고추', '청양고추', '잔멸치', '들기름', '다진 마늘', '간장', '멸치액젓']","고추는 깨끗이 씻어 꼭지를 제거해 굵게 다지고,중간 불로 달군 팬에 들기름잔멸치와 다진 고추를 넣어 2분간 볶고,물반찬 통에 담아 한 김 식혀 마무리."
닭고기가지조림,"['가지', '양파', '대파', '베트남고추', '닭다릿살', '간장', '청주', '다진 생강', '후춧가루', '다진 마늘', '전분물', '물', '설탕']","가지는 동그란 모양을 살려 1cm 폭으로 도톰하게 썰고,양파는 굵게 채 썰고, 대파는 어슷 썰고, 베트남고추는 잘게 부수고,닭다릿살은 한입 크기로 잘라 밑간하고,센 불로 달군 팬에 가지를 앞뒤로 노릇하게 구워 꺼내고,중간 불로 달군 팬에 식용유고기가 반 이상 익으면 양파를 넣어 볶다가 양념장을 붓고,끓어오르면 가지와 대파를 넣고 고루 섞은 뒤 전분물"
호박나물,"['애호박', '홍고추', '소금', '새우젓', '다진 마늘', '참기름', '참깨']","애호박은 반 갈라 4mm 두께로 썰어 소금홍고추는 세로로 반 갈라 씨를 긁어 제거한 뒤 얇게 송송 썰고,절인 애호박은 물기를 꼭 짠 뒤 중간 불로 달군 팬에 식용유새우젓참기름"
고추장 파래김구이,"['파래김', '설탕', '참기름']","양념장을 만들고,김 한 면에 양념장을 얇게 펴 바른 뒤 다른 한 장으로 덮고,중간 불로 달군 팬에 식용유한 김 식힌 뒤 한입 크기로 잘라 마무리."
들깨시래기볶음,"['삶은 시래기', '홍고추', '다진 마늘', '다진 파', '국간장', '들기름', '들깻가루', '참깨']","삶은 시래기는 깨끗이 씻어 6cm 길이로 자르고, 홍고추는 어슷 썰고,시래기는 밑간해 10분간 두고,중간 불로 달군 팬에 밑간한 시래기, 물들깻가루"
찹쌀 마늘종찜,"['마늘종', '찹쌀가루', '고춧가루']","마늘종은 깨끗이 씻어 5~6cm 길이로 자르고,마늘종에 찹쌀가루찜기에 면포를 깐 뒤 김이 오르면 마늘종을 넣어 5분간 쪄 한 김 식히고,찐 마늘종에 양념장을 고루 버무려 마무리."
시금치 겉절이,"['시금치', '당근', '양파', '고춧가루', '식초']","양념장을 만들고,시금치는 뿌리부분을 잘라 가닥가닥 떼어 잠길 만큼 물을 붓고 식초당근과 양파는 얇게 채 썰고,시금치, 당근, 양파를 넣고 양념장으로 가볍게 버무려 마무리."
늙은호박전,"['늙은 호박', '부침가루', '풋고추', '홍고추', '통조림 참치', '소금']","늙은 호박은 껍질을 제거해 씨를 파낸 뒤 한입 크기로 썰고, 풋고추와 홍고추는 잘게 다지고,호박을 전자레인지에 4분간 돌려 꺼내고,포크로 으깨고,참치, 홍고추, 풋고추, 부침가루중간 불로 달군 팬에 식용유앞뒤로 노릇하게 구워 마무리."
