title	ingredients	recipe
실 곤약 비빔국수	"['실 곤약', '양배추', '깻잎', '오이', '당근', '통깨', '고추장', '간장', '설탕', '다진 마늘', '식초', '참기름', '통깨', '후춧가루']"	"실 곤약은 체에 밭쳐 흐르는 물에 씻은 후 끓는 물에 식초를 넣어 실곤약을 30초 정도 데쳐주세요. 채반에 밭쳐 찬물에 헹구고 물기를 빼주세요. 
(tip.식초를 넣어 데치면 곤약 특유의 냄새를 없애줘요)양배추와 깻잎, 오이와 당근은 가늘게 채를 썰어주세요.양념 재료를 섞어 실 곤약에 버무려주세요.그릇에 썰어 둔 야채와 실곤약을 담고 깨를 뿌려 맛있게 즐겨주세요. 
(기호에 따라 삶은 달걀을 곁들여 드셔도 좋아요)"
라자냐	"['간 소고기', '라자냐', '마늘', '당근', '셀러리', '양파', '파마산치즈', '올리브오일', '슈레드 모차렐라 치즈', '토마토소스', '건 바질', '우유', '소금', '후춧가루']"	"당근, 셀러리, 양파는 잘게 다져주세요. 마늘은 편 썰어주세요.달군 팬에 올리브오일을 두른 후 당근, 셀러리, 양파를 넣어 볶아주세요. 볶은 야채는 접시에 덜어주세요.야채를 볶은 팬에 올리브오일을 두른 후 마늘을 넣어 볶다가 간 소고기를 넣고 소금, 후추를 뿌려 바싹 볶아주세요.고기가 다 익으면 볶아둔 야채와 건 바질, 토마토소스를 넣어 볶아주세요.우유를 조금씩 넣어가며 30분 정도 끓여 라구소스를 완성해 주세요.라자냐 그릇에 완성된 소스를 1~2큰술 정도 펼친 후 라자냐를 깔고 그 위에 라구소스-라자냐-슈레드 치즈- 파마산 치즈 순서대로 층층이 쌓은 후 종이호일을 덮어주세요.200도로 예열한 오븐에서 약 20분간 굽고 종이호일을 벗기고 5분 정도 더 구워 주세요.
(tip. 10분 정도 식혀두었다가 썰어주세요)맛있게 즐겨주세요."
채식 백김치	"['배추', '무', '쪽파', '파프리카 (생략 가능)', '배', '사과', '마늘', '생강', '굵은 소금', '물', '다시마 (10*10cm)', '찹쌀가루', '다시마 물']"	"배추의 밑동에 칼집을 넣어 사 등분 한 후 깨끗이 씻어 한입 크기로 썰어주세요. 무는 나박 썰어주세요. 
(tip. 배추의 심지는 얇게 저며 함께 절여주세요)배추와 무에 굵은 소금 2큰술을 뿌려 20분 정도 살짝 숨이 죽을 정도로 절여주세요.냄비에 물과 다시마를 넣어 팔팔 끓인 후 다시마는 건져낸 후 식혀주세요.냄비에 찹쌀풀 재료를 넣고 잘 섞어준 후 중약불에서 저어가며 끓이다가 묽고 끈적한 농도가 나면 불을 끄고 식혀주세요.파프리카는 씨를 빼고 얇게 채를 썰어주세요. 배와 사과는 껍질째 나박 썰어주세요. 쪽파는 4cm 길이로 썰어주세요. 마늘과 생강은 편썰어주세요.볼에 굵은 소금 2큰술과 식힌 다시마 물과 찹쌀풀을 넣고 섞어 국물을 만들어 주세요.소독한 유리병에 절인 배추와 무, 배와 사과, 마늘, 생강, 파프리카를 켜켜이 넣은 후 국물을 부어주세요.실온에서 하루 정도 숙성시킨 후 냉장고에 넣어주세요.
(tip. 1~2달 이내로 드시는 것이 좋아요)"
돌나물 골뱅이무침	"['골뱅이 통조림', '돌나물', '깻잎', '대파', '오이', '당근', '양파', '통깨', '고춧가루', '골뱅이 국물', '고추장', '간장', '맛술', '설탕', '올리고당', '식초', '다진 마늘', '참기름', '후춧가루', '통깨']"	"볼에 양념 재료를 넣고 섞어 양념장을 만들어주세요.돌나물은 손질한 후 깨끗하게 씻어 물기를 빼고 깻잎, 양파, 대파는 채를 썰어주세요. (대파 채는 찬물에 담갔다가 물기를 빼주세요) 오이와 당근은 길이로 반 갈라 어슷하게 슬라이스 해 주세요.골뱅이는 체에 밭쳐 물기를 빼고 길이로 이등분해주세요.볼에 골뱅이와 돌나물, 손질한 야채, 양념장을 넣고 섞어주세요.접시에 돌나물 골뱅이무침을 올린 후 통깨를 뿌리고 기호에 따라 삶은 소면을 곁들여 맛있게 즐겨주세요."
양배추 볶음 우동	"['우동면', '양배추', '양파', '쪽파', '식용유', '면수', '굴소스', '간장', '멸치액젓 (다른 액젓으로 대체 가능)', '올리고당 (설탕으로 대체 가능)', '후춧가루', '다진 마늘']"	"양배추는 한입 크기로 썰어주세요. 양파는 두껍게 채를 썰어 주세요. 쪽파는 종종 썰어주세요.끓는 물에 우동면을 넣고 10초간 데친 후 건져주세요. 면수는 따로 덜어 준비해주세요.볼에 양념 재료를 넣고 섞어주세요. 달군 팬에 식용유를 두른 후 다진 마늘과 양배추를 넣어 볶아주세요.양배추가 투명해 지면 양파를 넣고 볶은 후 데친 우동면과 양념 재료를 넣은 후 볶아주세요.
(tip. 면수를 조금씩 넣어가며 농도를 맞춰주세요)완성된 볶음 우동에 쪽파를 뿌린 후 맛있게 즐겨주세요.
(tip. 기호에 따라 가쓰오부시를 뿌려 먹어도 좋아요)"
소라 비빔국수	"['참소라', '소면', '양파', '대파', '오이', '당근', '양배추 잎', '통깨', '된장', '청주', '고추장', '고춧가루', '맛술', '간장', '설탕', '식초', '물엿', '다진 마늘', '참기름', '통깨', '생강가루', '후춧가루']"	"볼에 양념 소스를 넣고 섞어 양념장을 만들어주세요.소라는 깨끗이 비벼 씻은 후 냄비에 넣고 소라가 잠길 정도의 물과 국물 밑간 재료를 넣어 물이 끓으면 10~15분 정도 삶아주세요.양배추와 당근, 양파, 대파는 채를 썰어주세요. (대파 채는 찬물에 담갔다가 물기를 빼 주세요) 오이는 길이로 반 갈라 어슷하게 슬라이스 해 주세요.삶은 소라는 젓가락으로 소라 살을 빼내고 쓸개가 붙어있는 내장을 제거한 후 반 갈라 가운데 내장과 침샘을 제거하고 먹기 좋은 크기로 썰어주세요.끓는물에 소면을 펼쳐 넣고 젓가락으로 저어 면끼리 달라붙지 않도록 저어주고 물이 끓어오르면 찬물 반 컵을 2~3번 정도 반복해서 부어 국수를 삶아주세요. 흐르는 찬물에 소면을 여러 번 씻어 전분기를 없애고 채반에 밭쳐 물기를 빼주세요.볼에 삶은 소면과 소라, 손질한 야채, 양념장을 넣고 골고루 섞어주세요.그릇에 소라 비빔국수를 담고 대파 채를 올리고 통깨를 뿌려 맛있게 즐겨주세요."
마파비빔면	"['칼국수면', '간 돼지고기', '달걀노른자', '쪽파', '김밥 김', '다진 마늘', '땅콩', '라임 또는 레몬즙', '통깨', '건고추 (고춧가루 1작은술로 대체 가능)', '두반장', '굴 소스', '간장', '후춧가루', '맛술', '설탕']"	"쪽파는 송송 썰어주세요. 건고추, 김, 땅콩은 잘게 부숴주세요.볼에 고기 양념 재료를 넣고 섞어주세요.달군 팬에 기름을 약간 두른 후 다진 마늘을 넣어 볶다가 간 돼지고기를 넣어 볶아주세요. 고기가 익으면 양념 재료를 넣어 한 번 더 볶아주세요.끓는 물에 면을 넣어 3~4분간 삶아주세요. 채반에 건져 물기를 빼주세요.
(tip. 거품이 넘치지 않도록 찬물 1컵을 부어가며 끓여주세요)그릇에 삶은 면을 담고 쪽파와 볶은 고기, 부순 김과 땅콩, 통깨를 뿌린 후 가운데 달걀노른자를 올려주세요. 
(tip. 통깨를 손바닥으로 가볍게 부숴 넣으면 더욱 고소해요)완성된 마파비빔면에 라임즙을 뿌린 후 맛있게 즐겨주세요."
토마토 고추냉이 샐러드	"['토마토', '딜', '올리브 오일', '꿀', '고추냉이', '화이트 발사믹 식초', '후춧가루', '소금']"	볼에 드레싱 재료를 넣고 섞어주세요.토마토를 얇게 슬라이스 해주세요.접시에 토마토를 펼쳐 담고 드레싱을 골고루 뿌린 후 딜을 올려 완성해 주세요.
파인애플 오이 샐러드	"['파인애플', '오이', '양파', '라임', '고수', '라임즙', '라임 제스트 (생략 가능)', '메이플 시럽', '소금', '후춧가루', '올리브오일']"	"양파는 채를 썰어 찬물에 담가 매운맛을 제거해주세요. 깨끗이 씻은 오이는 껍질째 깍둑썰기 해주세요. 파인애플은 껍질과 심을 제거하고 한입 크기로 깍둑썰기 해주세요.볼에 드레싱 재료를 넣어 섞어주세요.드레싱 재료에 파인애플과 오이, 양파를 넣어 섞어주세요. 고수를 손으로 뜯어 넣어 섞어주세요.
(고수 대신 파슬리나 딜 등의 다른 종류의 허브를 넣어 만드셔도 돼요)그릇에 담아 맛있게 즐겨주세요."
딜 사워크림	"['딜', '사워크림', '바게트 또는 곡물빵', '올리브오일']"	"딜은 손으로 잎을 뜯어주세요. 사워크림에 딜을 넣어 딜 사워크림을 만들어주세요. 
(tip.사워크림이 없을 경우 생크림 200mL, 요거트 70mL 또는 우유 70mL, 레몬즙 1큰술을 넣고 20시간 정도 실온에서 발효시켜 사워크림을 만들어주세요)바게트는 먹기 좋게 잘라주세요. 달군 팬에 올리브오일을 약간 두른 후 빵을 구워주세요.빵에 딜 사워크림을 발라 맛있게 즐겨주세요.
(tip. 기호에 따라 딜이나 차이브, 식용 꽃 등을 장식해도 좋아요)"
채식 김치	"['배추', '쪽파', '무', '굵은 소금', '따듯한 물', '다시마 (4*4cm)', '양파', '배', '사과', '마늘', '생강', '다시마 물', '고춧가루', '국간장', '찹쌀가루 (밀가루로 대체 가능)', '다시마 물']"	"배추의 밑동에 칼집을 넣어 사 등분한 후 깨끗이 씻어 한입 크기로 썰어주세요. 무는 나박 썰어주세요.
(tip. 배추의 심지는 얇게 저며 함께 절여주세요)배추와 무에 굵은 소금 2큰술을 뿌려 20분 정도 살짝 숨이 죽을 정도로 절여주세요.냄비에 찹쌀풀 재료를 넣고 잘 섞어준 후 중약불에서 저어가며 끓이다가 묽고 끈적한 농도가 나면 불을 끄고 식혀주세요.
(tip. 다시마 물은 미지근한 물에 다시마를 넣어 만들어 주세요)쪽파는 4cm 길이로 잘라주세요. 갈아 줄 재료인 사과, 배와 양파는 큼직하게 썰어주세요.블렌더에 갈아 줄 재료를 넣어 갈아주세요. 볼에 식힌 찹쌀풀과 양념 재료, 믹서에 간 재료를 넣어 고루 섞어 김치 양념을 만들어주세요.김치 양념에 절인 배추와 쪽파를 넣어 버무려주세요.
(tip. 절인 배추는 손으로 가볍게 물기를 짜서 넣어주세요)완성된 김치는 소독한 유리병에 담아 하루 또는 이틀 정도 실온에서 숙성시켰다가 냉장 보관해주세요.
(tip. 김치는 용기의 80% 정도만 담는 것이 좋아요. 김치가 발효되는 과정에서 가스가 생기기 때문에 유리병의 경우 밀폐하지 말고 뚜껑은 반만 닫아 두었다가 냉장고에 넣을 때 밀폐하여 넣어주세요)
(tip. 1~2달 이내로 드시는 것이 좋아요)"
연어 카르파초	"['연어 필렛', '레몬', '딜', '양파', '화이트 와인 식초', '올리브오일', '소금', '후춧가루']"	"딜은 잎을 손으로 뜯어 주세요. 양파는 링으로 얇게 썰어주세요. 깨끗이 세척한 레몬은 껍질을 갈아 제스트를 만들어주세요.볼에 마리네이드 재료를 넣고 섞어주세요.연어는 얇게 썰어주세요. 접시에 연어를 펼쳐 담고 마리네이드 드레싱을 골고루 뿌린 후 레몬 제스트와 허브, 양파 등을 취향에 맞게 올려주세요.랩을 덮어 냉장고에서 1~2시간 숙성 후 맛있게 즐겨주세요."
뽈뽀 샐러드	"['자숙 문어', '감자', '그린 올리브', '양파', '셀러리', '파프리카 파우더 (생략 가능)', '파슬리 (생략 가능)', '올리브오일', '소금', '후춧가루', '레몬즙', '화이트 발사믹 식초']"	"자숙 문어는 끓는 물에 1~2분간 데쳐 먹기 좋은 크기로 썰어주세요.볼에 드레싱 재료를 넣어 섞어주세요. 썰어둔 문어에 드레싱 재료를 넣어 버무려 주세요.깨끗이 씻은 감자는 껍질째 6등분으로 자른 후 끓는 물에 소금을 넣어 10~12분간 삶아주세요.양파와 셀러리는 잘게 썰고, 파슬리는 다져주세요.버무려둔 문어에 삶은 감자, 올리브, 양파, 셀러리를 넣어 섞어주세요. 기호에 따라 파프리카 파우더를 뿌린 후 맛있게 즐겨주세요."
명란 구이 플래터	"['저염 명란젓', '오이', '어린잎 채소 (생략 가능)', '아보카도', '김밥용 김', '고추냉이', '참기름', '소금', '후춧가루', '식용유', '마요네즈', '다진 청양고추', '설탕', '다진 마늘']"	"달군 팬에 오일을 두른 후 명란젓을 올려 노릇하게 굽고 마지막에 참기름을 둘러주세요. 명란젓은 먹기 좋은 크기로 잘라주세요.깨끗이 씻은 오이는 먹기 좋은 두께로 슬라이스하고 아보카도는 껍질과 씨를 제거한 후 슬라이스해주세요.김밥용 김은 6등분으로 잘라주세요. 볼에 소스 재료를 넣어 섞어주세요.접시에 명란, 오이, 아보카도, 어린잎 채소를 보기 좋게 담고 소스와 고추냉이를 김에 싸서 맛있게 즐겨주세요."
양배추 스테이크	"['양배추', '올리브 오일', '간장', '후춧가루', '버터', '허브 가루 (생략 가능)', '녹인 버터', '레몬즙', '다진 마늘', '디종 머스타드', '후춧가루', '파프리카 파우더', '파슬리 가루']"	"깨끗이 씻은 양배추는 심지를 살려 웨지 모양으로 잘라주세요.냄비에 양배추와 물, 버터를 넣어 뚜껑을 닫아 8분 정도 쪄주세요.
(버터와 함께 찌면 양배추가 코팅되면서 더욱 고소한 맛을 줄 수 있답니다)볼에 버터 소스 재료를 섞어 소스를 만들어주세요.팬에 오일을 두르고 찐 양배추를 소금, 후춧가루, 허브 가루, 간장으로 간을 하여 앞뒤로 노릇하게 구워주세요. 
(찌지 않고 오븐에 구워 만들 수도 있답니다)접시에 양배추 스테이크와 버터 소스를 곁들여 맛있게 즐겨주세요."
발사믹 양파 구이	"['양파', '로즈마리 (생략 가능)', '녹인 버터', '올리브오일', '발사믹 식초', '설탕', '소금', '후춧가루']"	"양파는 껍질을 벗긴 후 반으로 잘라주세요.
(저희는 작은 양파 6개를 사용해서 만들었어요)볼에 소스 재료를 넣어 섞어주세요.오븐 팬에 소스를 넣고 양파를 한번 버무려 로즈마리와 함께 올려주세요. 쿠킹포일로 덮은 후 190도로 예열한 오븐에서 20분 정도 구워주세요.양파를 뒤집어서 20~25분 정도 더 구워주세요.기호에 따라 빵에 곁들여 맛있게 즐겨주세요.
(빵에 크림치즈를 바른 후 발사믹 양파구이를 올려 드시면 더욱 맛있게 드실 수 있답니다)"
전복 영양 솥밥	"['쌀', '전복', '당근', '깐 은행', '다시마 육수', '참기름', '양조간장', '청주']"	"전복은 솔로 깨끗이 문질러 씻은 다음 살과 내장을 분리하고, 살 부위에 있는 이빨과 내장의 모래주머니를 각각 제거해주세요. 그런 다음 전복 3개는 먹기 좋게 썰고 나머지 3개는 통으로 자잘한 칼집만 넣고 내장은 잘게 다져주세요.당근은 얇게 썰고 깐 은행은 흐르는 물에 씻어 준비해주세요.달군 팬에 참기름 1큰술을 두르고 전복 살 부분을 살짝 볶아주세요.달군 솥에 참기름 1큰술을 두르고 내장을 볶아주세요.불린 쌀과 당근, 간장 1큰술, 청주 1큰술을 넣어 함께 더 볶다가, 다시마 육수 300ml를 붓고 은행을 넣은 다음 중간 불에서 5분간 끓여주세요. 끓어오르면 약한 불로 줄여 10분간 가열합니다.밥이 다 되면 준비해둔 전복을 밥 위에 예쁘게 올린 뒤 5분간 뜸을 들여주세요.완성된 전복 영양 솥밥을 맛있게 즐겨주세요."
두릅 바지락 솥밥	"['쌀', '두릅', '바지락', '양조간장', '청주', '참기름']"	"바지락은 해감해서 소금 1큰술을 넣고 잘 문질러 씻은 뒤 청주 1큰술을 넣은 물에 데쳐내주세요.두릅은 깔끔히 다듬어 소금을 약간 넣은 물에 살짝 데친 후 한 김 식혀주세요.식힌 두릅은 물기를 꼭 짜내고 송송 썰어주세요.달군 솥에 참기름 1큰술을 두르고 불린 쌀과 양조간장 1큰술을 넣어 볶다가, 바지락 삶은 물 300ml를 넣고 중간 불에서 5분 가량 가열해주세요.끓어오르면 약한 불로 줄여 5분간 가열하다가 뚜겅을 열어 미리 썰어둔 두릅과 껍질을 제거한 바지락 살을 올려주세요.뚜껑을 닫고 다시 5분 더 익혀준 뒤 불을 끄고 5분간 뜸을 들여주세요.
맛있는 두릅 바지락 솥밥이 완성됩니다."
애호박 관자 솥밥	"['쌀', '키조개 슬라이스 관자', '애호박', '다시마 냉침 육수', '버터', '새우젓', '소금', '포도씨유']"	"애호박은 2cm 두께로 길게 채 썰고, 새우젓은 칼로 잘게 다져 썰어주세요. 슬라이스 된 키조개 관자는 흐르는 물에 잘 씻어 물기를 제거해둡니다.솥에 불린 쌀을 넣고 다시마 냉침 육수 300ml를 부어 센 불에서 5분간 끓여주세요. 끓기 시작하면 약불로 줄여 10분간 밥을 지어주세요.채 썬 애호박은 포도씨유를 두르고 다진 새우젓과 함께 볶아요.관자는 버터를 두른 팬에 앞뒤로 살짝 구워주세요.밥이 다 되면 구운 관자와 볶은 애호박을 올려 5분간 뜸을 들여주세요.근사한 애호박 관자 솥밥이 완성이에요.

*Tip. 곁들이면 더 맛있는 양념장
양조간장 2큰술, 올리고당 1큰술, 통깨 1큰술, 다시마 냉침 육수 2큰술"
단호박 김치 새우 솥밥	"['쌀', '단호박', '익은 김치', '새우(대하)', '들기름', '청주', '양조간장']"	"단호박은 잘 씻어 껍질째 큐브 모양으로 썰고, 익은 김치는 속을 털어낸 뒤 잘게 썰어 준비해주세요. 새우도 깨끗이 씻어 머리 부분을 떼어내고 껍질을 벗겨 1cm 길이로 썰어주세요.물 500ml에 다듬어 둔 새우 머리와 청주 1큰술을 넣고 5분간 끓여 육수를 만들어요. 완성된 육수는 체로 불순물을 걸러내 맑은 것만 받아주세요.달군 솥에 들기름 1큰술을 두르고 김치를 넣어 살살 볶아주세요.불린 쌀과 양조간장 1큰술을 첨가해 더 볶아주세요.어느 정도 볶아지면 단호박을 넣고 육수(순서2)를 부은 다음 불에서 5분, 끓기 시작하면 약한 불로 줄여 5분간 더 가열해주세요. 뚜껑을 열어 밥 위에 새우를 얹은 뒤, 뚜껑을 닫고 다시 약한 불에서 5분간 밥을 지어주세요.5분간 뜸을 들여 완성한 후 맛있게 즐겨주세요."
연어 솥밥	"['쌀', '스테이크용 연어', '청피망', '다시마 냉침 육수', '다시마 냉침 육수', '양조간장', '맛술', '포도씨유']"	스테이크용 연어는 준비해둔 숙성 양념을 부어 냉장실에서 2시간 이상 숙성해주세요.청피망은 반으로 갈라 하얀 심 부분을 제거한 후 길게 채 썰어주세요.숙성한 연어는 포도씨유를 두른 팬에서 앞뒤로 살짝 구워주세요.솥에 불린 쌀을 넣고 연어 숙성 양념 2큰술을 골고루 뿌려주세요.다시마 냉침 육수 300ml를 붓고 그 위에 연어를 올려 센 불에서 5분간 끓여주세요. 끓어오르면 약한 불로 줄여 10분간 가열합니다.뚜껑을 열어 밥 위에 채 썬 피망을 올리고 5분간 뜸을 들여주세요.비주얼도 좋고 맛도 좋은 연어솥밥을 맛있게 즐겨주세요.
꼬막 솥밥	"['쌀', '꼬막', '청양고추', '쪽파', '다시마 육수', '양조간장', '고춧가루', '올리고당', '통깨', '참기름', '청주']"	"꼬막은 소금 1큰술을 넣은 물 1리터에 담가 검정 비닐을 덮은 뒤 3시간 이상 냉장실에서 해감해요. 해감이 다 되면 꼬막을 박박 문질러서 물일 막아질 때까지 깨끗이 씻어내주세요.끓는 물에 꼬막과 청주 1큰술을 넣고 젓가락을 이용해 한 방향으로만 휘휘 저어 주세요. 꼬막이 입을 벌리기 시작하면 불을 끄고 잘 익은 꼬막을 건져 살과 껍질을 분리해주세요.청양 고추는 어슷 썰고 쪽파는 5cm 길이로 송송 썰어주세요.양념장 재료를 모두 넣어 양념장을 만들어주세요.면적이 넓고 낮은 솥에 불린 쌀과 다시마 육수를 부어 센 불에서 5분, 끓기 시작하면 약한 불로 줄여 10분간 밥을 지어요.밥이 다 되면 밥 위에 꼬막 살을 올려 5분간 뜸을 들여주세요.완성이에요! 양념장에 썰어둔 청양 고추와 쪽파를 넣고 잘 섞은 뒤, 완성된 밥에 취향껏 곁들여 즐겨주세요."
오징어 어묵 덮밥	"['갓 지은 솥밥', '오징어(몸통)', '어묵(사각어묵)', '청피망', '양파', '대파', '고추기름', '양조간장', '굴소스', '다진 마늘', '맛술', '참기름', '다시마 냉침 육수', '올리고당', '참기름']"	"어묵과 양파, 청피망은 얇게 채 썰고 대파는 3등분해 길게 채 썰어주세요.오징어는 깨끗이 씻어 얇게 썬 다음 끓는 물에 살짝 데쳐내주세요.팬에 고추기름 2큰술을 넣고 양파와 청피망을 넣어 볶아주세요.어묵과 오징어, 분량의 양념을 넣고 빠르게 볶아낸 후 대파와 올리고당, 참기름을 둘러 마무리해주세요.갓 지어낸 솥밥을 접시에 퍼담고 오징어 어묵 볶음을 옆에 예쁘게 담아 완성해주세요."
쑥 주먹밥	"['데친 쑥', '잔 멸치', '다진 견과류', '통깨', '밥', '올리고당', '간장', '설탕', '참기름', '국간장', '소금', '깨소금', '참기름', '소금', '깨소금']"	"데친 쑥은 잘게 잘라 볼에 쑥 양념 재료와 함께 무쳐주세요.
(tip. 생 쑥을 사용할 경우 물과 소금을 넣어 물이 끓으면 쑥을 넣어 10~15초 정도 살짝 데친 후 찬물에 헹궈 물기를 꼭 짜서 사용해 주세요)달군 팬에 올리브 오일을 두른 후 잔 멸치와 견과류를 넣어 볶아주세요. 멸치가 볶아지면 불을 끈 후 멸치 양념 재료를 넣어 고루 섞어주세요.볼에 고슬고슬하게 지은 밥과 밥 양념 재료, 쑥, 볶은 멸치를 넣어 고루 섞어주세요.한입 크기로 동그랗게 모양을 잡아 주먹밥을 만들고 통깨를 뿌려주세요.접시에 담아 먹거나 도시락통에 담아 맛있게 즐겨주세요."
쑥국	"['데친 쑥', '멸치 다시마 육수', '쪽파', '양파', '청고추', '홍고추', '된장']"	"양파는 굵게 채를 썰어주세요. 쪽파는 4cm 길이로 썰어주세요. 청, 홍고추는 송송 썰어주세요.냄비에 멸치 다시마 육수를 넣고 된장을 풀어 끓여주세요. 보글보글 끓으면 데친 쑥과 양파, 청, 홍고추, 쪽파를 넣어 한소끔 끓여 주세요.완성된 쑥국을 그릇에 담고 밥과 함께 맛있게 즐겨주세요."
쑥 찹쌀전	"['데친 쑥', '양파', '식용유', '찹쌀가루', '소금', '물', '간장', '설탕', '식초', '다진 양파', '다진 청양고추', '고춧가루', '통깨']"	"데친 쑥은 듬성듬성 자르고 양파는 채를 썰어주세요. 볼에 양념장 재료를 넣어 섞어주세요.
(기호에 따라 쑥을 갈아 만드셔도 돼요)볼에 쑥과 찹쌀가루, 소금을 넣어 섞은 후 물을 넣어가며 반죽을 만든 후 양파를 넣어 섞어주세요.달군 팬에 식용유를 두른 후 쑥전 반죽을 넣어 노릇하게 구워주세요.쑥 찹쌀전과 양념장을 곁들여 맛있게 즐겨주세요."
간장치킨 타코	"['토르티야', '닭다리살', '양파', '파프리카 (빨/노)', '소금', '후춧가루', '큐민 가루', '체다, 모차렐라 슈레드 치즈', '올리브유', '아보카도', '토마토', '라임즙', '양파', '다진 마늘', '소금', '파슬리 가루 (생략 가능)', '후춧가루', '간장', '맛술', '굴소스', '스리라차 소스', '소금', '설탕', '후춧가루']"	"아보카도는 껍질을 벗긴 후 과육을 한입 크기로 잘라주세요. 과카몰리 재료의 토마토와 양파는 사방 1cm 크기로 깍뚝썰어주세요.볼에 아보카도, 토마토, 양파와 나머지 과카몰리 재료를 넣어 골고루 섞어주세요.닭다리살은 소스 재료에 10분 정도 재워주세요.양파는 채를 썰고 파프리카도 양파와 비슷한 크기로 잘라주세요.달군 팬에 오일을 두른 후 양파, 파프리카를 볶다가 소금, 후춧가루, 큐민가루를 넣어 볶아주세요.달군 팬에 오일을 두른 후 중약불에서 닭다리살을 앞뒤로 익힌 후 먹기 좋은 크기로 잘라주세요.가위로 토르티야의 중앙까지 자른 후 꼬깔콘 모양처럼 말아주세요. 볶은 야채와 닭다리살, 과카몰리를 넣은 후 치즈를 뿌려 완성해주세요.
(기호에 따라 스리라차 소스나 머스타드 소스 등을 곁들여 드셔도 좋아요)"
프로틴 바	"['프로틴 가루 (초콜릿 맛)', '아몬드 가루 (생략 가능)', '구운 호두', '마카다미아', '오트밀', '꿀 (또는 올리고당, 알룰로스로 대체 가능)', '코코넛 오일 (아보카도 오일, 카놀라유로 대체 가능)', '물', '소금']"	"구운 호두와 마카다미아를 굵게 다져주세요.
(기호에 따라 햄프씨드, 카카오닙스, 오트밀, 그래놀라 등의 재료를 넣어 만드셔도 돼요)볼에 프로틴 가루와 아몬드 가루, 견과류, 오트밀, 소금을 넣은 후 꿀과 오일을 조금씩 부어가며 섞어주세요. 물을 넣어 뭉쳐주세요.
(손으로 뭉쳐보았을 때 잘 뭉쳐질 때까지의 농도로 맞춰주세요)
(코코넛 오일은 전자레인지에 돌려 녹여 사용해주세요)종이호일을 깐 틀에 넣어 반죽을 적당한 두께로 펼쳐주세요. 냉동실에 넣어 1시간 정도 굳혀주세요.
(틀에 넣지 않고 손으로 뭉쳐 바로 드셔도 좋답니다)적당한 크기로 잘라 건강하게 즐겨주세요."
두부면 샐러드	"['두부 면', '샐러드 채소', '칵테일 새우', '적양파', '오이', '방울토마토', '블랙 올리브', '라임 (생략 가능)', '소금', '후춧가루', '청주', '간장', '다진 마늘', '올리브 오일', '식초', '꿀 (또는 설탕)', '참기름']"	"방울토마토는 반으로 자르고 적양파와 오이는 얇게 채를 썰어주세요. 두부면을 체에 밭쳐 한번 헹군 후 물기를 제거해 주세요.칵테일 새우는 끓는 물에 청주와 약간의 소금을 넣어 30초간 데쳐주세요.샐러드 채소는 한입 크기로 잘라 깨끗이 씻어 찬물에 담갔다가 체에 밭쳐 물기를 제거해주세요.볼에 드레싱 재료를 넣어 섞어주세요.그릇에 샐러드 채소와 오이, 양파, 두부면, 방울토마토, 블랙 올리브, 칵테일 새우를 담아주세요.라임즙과 드레싱을 곁들여 맛있게 즐겨주세요."
제주 고사리 삼겹살 구이	"['제주 삼겹살', '제주 생고사리', '김치', '감자', '새송이버섯', '마늘', '멜젓', '맛술', '물', '다진 마늘', '고춧가루', '마늘', '양파', '청양고추']"	"제주 생고사리는 4~6cm 길이로 잘라주세요.감자는 1cm 두께로 썰고 새송이버섯은 편으로 얇게 썰어주세요. 마늘은 편으로 썰고 양파는 굵게 다져주세요. 청양고추는 송송 썰어주세요.직화가 가능한 스텐 그릇에 멜젓 소스 재료를 넣어 섞어주세요.달군 팬에 삼겹살과 생고사리, 새송이버섯, 감자, 마늘을 노릇하게 구워주세요. 팬에 멜젓 소스를 끓여가며  맛있게 즐겨주세요."
소시지 토마토 스튜	"['제주맘 소시지', '양파', '양배추', '마늘', '통조림 콩', '토마토소스', '슈레드치즈', '레드 와인 (생략 가능)', '파프리카 가루', '올리브 오일', '월계수 잎', '소금', '후춧가루', '파슬리 (생략 가능)', '물']"	"양파와 양배추는 깍뚝 썰고 마늘은 편 썰어 주세요. 
(tip. 야채는 취향에 따라 당근, 감자, 호박 등 다양하게 응용 할 수 있어요)달군 팬에 올리브 오일을 두르고 마늘과 양파를 넣어 볶다가 소시지를 넣어 노릇하게 볶아주세요.소시지가 노릇하게 구워지면 양배추와 파프리카 가루를 넣어 볶아주세요. 레드 와인과 월계수 잎을 넣어 졸여 주세요.레드 와인이 졸여지면 토마토소스와 물을 넣고 한소끔 끓인 후 콩을 넣어 뭉근히 끓여주세요.완성된 스튜에 슈레드 치즈와 파슬리 잎을 넣고 치즈가 녹으면 그릇에 담아 맛있게 즐겨주세요."
